id,devid,period,rstart,rstop,status,biconnected,top,tenure,colaborators,knum,aknum,clus_sq,clus_dot,clus_red,degree,contributions,dcentrality,betweenness,closeness
5,Fred Drake,7,6,7,0,1,1,2,5,3,3.5714285714285716,0.8560411311053985,0.033974321838626406,0.08585200625325691,304,137174,0.437410071942446,0.42551633524368593,0.42551633524368593
8,Andrew M. Kuchling,7,6,7,0,1,1,0,2,3,3.5714285714285716,0.8909090909090909,0.01808622207240107,0.8666666666666667,10,1349,0.01438848920863309,0.0003145503747775978,0.0003145503747775978
9,Greg Ward,7,6,7,0,0,0,0,0,1,1,0.0,0.0,0.0,2,433,0.0028776978417266183,1.6451313429760857e-06,1.6451313429760857e-06
2,Jack Jansen,7,6,7,0,1,0,6,3,2,2,1.0,0.0038767878547025293,0.00026494277236117,337,165915,0.4848920863309352,0.6001335972320511,0.6001335972320511
3,cvs2svn,7,6,7,0,0,0,5,0,1,1,0.0,0.0,0.0,1,12,0.0014388489208633092,0.0,0.0
10,Ken Manheimer,7,6,7,0,0,0,0,1,1,1,0.0,0.0014388489208633094,0.0,1,4,0.0014388489208633092,0.0,0.0
4,Barry Warsaw,8,7,8,0,1,1,5,5,3,3.269230769230769,0.9195979899497487,0.026670898223446142,0.20112781954887216,57,5513,0.11220472440944881,0.1066718362279818,0.1066718362279818
0,Guido van Rossum,8,7,8,0,1,1,8,7,3,3.269230769230769,0.5269651039830807,0.02388881384874378,0.020321951356434116,378,45568,0.7440944881889764,1.0,1.0
7,Jeremy Hylton,8,7,8,0,1,0,2,4,2,2,0.8235294117647058,0.06505359671217595,0.8,6,1873,0.011811023622047244,0.00033189873656202417,0.00033189873656202417
9,Greg Ward,8,7,8,0,1,0,1,2,2,2,0.3333333333333333,0.00402952894632179,0.005263157894736842,20,8124,0.03937007874015748,0.05740954662938629,0.05740954662938629
5,Fred Drake,8,7,8,0,1,1,3,7,3,3.269230769230769,0.7730936143831371,0.018288619798852608,0.02045931154416654,343,37971,0.6751968503937008,0.8843070158935918,0.8843070158935918
8,Andrew M. Kuchling,8,7,8,0,1,0,1,4,2,2,1.0,0.0637375253439362,0.6000000000000001,5,258,0.00984251968503937,0.0034973140989671414,0.0034973140989671414
11,Just van Rossum,8,7,8,0,1,0,0,4,2,2,0.6666666666666666,0.014307215983594475,0.05064935064935065,56,18477,0.11023622047244094,0.1562994375593672,0.1562994375593672
12,Greg Stein,8,7,8,0,0,0,0,0,1,1,0.0,0.0,0.0,1,852,0.001968503937007874,0.0,0.0
2,Jack Jansen,8,7,8,0,1,0,7,3,2,2,0.5955882352941176,0.016634953277962994,0.0024816176470588234,256,24963,0.5039370078740157,0.7372297066465033,0.7372297066465033
3,cvs2svn,8,7,8,0,0,0,6,0,1,1,0.0,0.0,0.0,1,9,0.001968503937007874,0.0,0.0
0,Guido van Rossum,9,8,9,0,1,1,9,27,8,9.085227272727273,0.22593452537265313,0.049950627445834284,0.1796819045133603,831,244854,0.9175983436853002,1.0,1.0
13,Nicholas Riley,9,8,9,1,1,0,0,2,2,2,1.0,0.022319319792158714,1.0,2,39,0.0022084195997239477,1.3137362452233603e-05,1.3137362452233603e-05
14,David Scherer,9,8,9,1,1,0,0,16,4,4.8700922266139655,0.5292553191489362,0.013047809097851514,0.13964992389649922,73,12517,0.08060731538992409,0.08912455832910528,0.08912455832910528
5,Fred Drake,9,8,9,0,1,1,4,26,8,9.085227272727273,0.2459854864127785,0.056272025583347124,0.24764735017335315,673,74240,0.7431331953071083,0.7393877082090058,0.7393877082090058
15,Neil Schemenauer,9,8,9,0,1,0,0,15,6,7.388975966562174,0.35764705882352943,0.03172869862474772,0.8205128205128205,13,566,0.014354727398205659,0.0023116861184751085,0.0023116861184751085
16,Vladimir Marangozov,9,8,9,1,1,0,0,21,7,8.490710382513662,0.3446877534468775,0.0491775456124523,0.8954248366013072,18,2830,0.01987577639751553,0.0010313073643971847,0.0010313073643971847
9,Greg Ward,9,8,9,0,1,0,2,25,7,8.490710382513662,0.17019261130407326,0.04006556609760351,0.21679197994987467,57,34443,0.06293995859213251,0.06676530533965915,0.06676530533965915
3,cvs2svn,9,8,9,0,0,0,7,0,1,1,0.0,0.0,0.0,1,18,0.0011042097998619738,0.0,0.0
17,Lars Gustäbel,9,8,9,0,1,0,0,15,5,6.110678253920687,0.4405594405594406,0.05592042696047195,0.8181818181818182,12,1719,0.013250517598343687,0.002804441928163858,0.002804441928163858
7,Jeremy Hylton,9,8,9,0,1,1,3,28,8,9.085227272727273,0.30721272869995775,0.05729882623449811,0.5012453300124533,220,47118,0.24292615596963424,0.15137104770274243,0.15137104770274243
11,Just van Rossum,9,8,9,0,1,0,1,1,2,2,1.0,0.01859504132231405,0.18947368421052632,20,854,0.022084195997239476,0.02311501835428343,0.02311501835428343
18,Eric S. Raymond,9,8,9,0,1,0,0,16,4,4.8700922266139655,0.3875968992248062,0.023943776424464464,0.8333333333333333,9,685,0.009937888198757764,0.00023838227981632005,0.00023838227981632005
12,Greg Stein,9,8,9,0,1,0,1,17,5,6.110678253920687,0.47802197802197804,0.039458935788105984,0.7333333333333334,10,4604,0.011042097998619738,0.002258767101141362,0.002258767101141362
19,Peter Schneider-Kamp,9,8,9,0,1,1,0,21,8,9.085227272727273,0.45376792698826596,0.07628324804012329,0.8551818805765271,94,8138,0.10379572118702554,0.01946320462817253,0.01946320462817253
20,Martin v. Löwis,9,8,9,0,1,0,0,25,7,8.490710382513662,0.2843881856540084,0.05672548372698821,0.8270944741532976,34,2173,0.03754313319530711,0.007434114994809942,0.007434114994809942
21,Marc-André Lemburg,9,8,9,0,1,1,0,24,8,9.085227272727273,0.34755755193711396,0.050582750880887296,0.7670537010159652,53,22633,0.05852311939268461,0.013735128920251503,0.013735128920251503
22,Jim Fulton,9,8,9,0,1,0,0,6,2,2,1.0,0.01326599710277696,1.0,2,754,0.0022084195997239477,7.273644937248634e-07,7.273644937248634e-07
23,Thomas Heller,9,8,9,0,1,0,0,4,2,2,1.0,0.025045173264987505,1.0,2,2683,0.0022084195997239477,1.3534112064900106e-05,1.3534112064900106e-05
24,Thomas Wouters,9,8,9,0,1,1,0,26,8,9.085227272727273,0.38680287134180014,0.06680248832928531,0.6204060385216034,340,14478,0.3754313319530711,0.19805346755411857,0.19805346755411857
25,Gregory P. Smith,9,8,9,0,1,0,0,14,3,3.697767857142857,0.8292682926829268,0.04146911774466781,1.0,18,1105,0.01987577639751553,0.004817696940562588,0.004817696940562588
2,Jack Jansen,9,8,9,0,1,1,8,24,8,9.085227272727273,0.27825915714848365,0.011446018192659608,0.00498978750851041,473,91450,0.5222912353347137,0.8426952401665437,0.8426952401665437
26,Moshe Zadka,9,8,9,0,1,0,0,16,5,6.110678253920687,0.42258440046565776,0.030561397067065073,0.7000000000000001,25,757,0.027605244996549348,0.003937120922124256,0.003937120922124256
27,Skip Montanaro,9,8,9,0,1,1,0,23,8,9.085227272727273,0.3384853168469861,0.053788008782916515,0.8214285714285714,49,4381,0.05410628019323672,0.00846364003806897,0.00846364003806897
1,Sjoerd Mullender,9,8,9,0,1,0,8,19,7,8.490710382513662,0.4666666666666667,0.050296478490971665,0.9904761904761905,15,382,0.016563146997929608,0.0002544457305599298,0.0002544457305599298
4,Barry Warsaw,9,8,9,0,1,1,6,26,8,9.085227272727273,0.3805338541666667,0.0677651288840329,0.7936871803914654,107,11950,0.1181504485852312,0.03386559425724559,0.03386559425724559
28,Tim Peters,9,8,9,0,1,1,0,23,8,9.085227272727273,0.3914647842130595,0.06987790151074734,0.7368894216362002,142,7288,0.1567977915804003,0.05390098731773884,0.05390098731773884
29,Ka-Ping Yee,9,8,9,0,0,0,0,5,1,1,0.0,0.011607158968596504,0.0,1,4,0.0011042097998619738,0.0,0.0
8,Andrew M. Kuchling,9,8,9,0,1,1,2,27,8,9.085227272727273,0.29177398160315376,0.06772590954067727,0.6805161290322581,125,22623,0.13802622498274672,0.049347987428317544,0.049347987428317544
30,Paul Prescod,9,8,9,0,1,0,0,18,5,6.110678253920687,0.2971576227390181,0.04671001178961405,0.6818181818181819,12,1916,0.013250517598343687,0.004516473495911824,0.004516473495911824
31,Trent Mick,9,8,9,0,1,1,0,20,8,9.085227272727273,0.3367715317173801,0.05537672854376987,0.9024390243902439,41,17459,0.04527260179434093,0.005650433212721497,0.005650433212721497
32,Fredrik Lundh,9,8,9,0,1,1,0,19,8,9.085227272727273,0.3650869254584425,0.05123291310198058,0.6454106280193237,46,110861,0.0507936507936508,0.017700294902531256,0.017700294902531256
33,Mark Hammond,9,8,9,0,1,0,0,17,7,8.490710382513662,0.3114571746384872,0.03727780261784408,0.7402298850574712,30,5169,0.033126293995859216,0.003962264304772632,0.003962264304772632
0,Guido van Rossum,10,9,10,0,1,1,10,33,9,10.436559139784947,0.1566086225341771,0.0667296693158245,0.4179691653375864,495,56358,0.38200339558573854,0.5547049069929818,0.5547049069929818
5,Fred Drake,10,9,10,0,1,1,5,31,9,10.436559139784947,0.15907607570957832,0.0494620715650715,0.17724807438129528,593,90230,0.45763235067139996,0.8666787973436805,0.8666787973436805
15,Neil Schemenauer,10,9,10,0,1,1,1,30,9,10.436559139784947,0.33682781097229764,0.05272812956267834,0.6976814212586571,82,19945,0.06328137058187992,0.037960492592755336,0.037960492592755336
9,Greg Ward,10,9,10,0,1,0,3,22,6,7.433822665883735,0.19954128440366972,0.028211999317613475,0.8076923076923077,13,102,0.010032412409322428,0.0006837463564624363,0.0006837463564624363
34,Steven M. Gava,10,9,10,0,1,0,0,19,4,4.8659312208026115,0.7674731182795699,0.01698695513697207,0.9507575757575758,33,5442,0.025466893039049237,0.004682887423039304,0.004682887423039304
3,cvs2svn,10,9,10,0,1,0,8,27,7,8.887394957983194,0.4107631195480767,0.027978648264398172,0.2875092864756614,747,407887,0.5764778515202964,1.0,1.0
24,Thomas Wouters,10,9,10,0,1,1,1,30,9,10.436559139784947,0.25509505703422053,0.0633871702480368,0.8479152426520848,77,7360,0.05942275042444822,0.01813434459910885,0.01813434459910885
7,Jeremy Hylton,10,9,10,0,1,1,4,32,9,10.436559139784947,0.2570256155185277,0.05555907240522966,0.4845894984242295,194,37646,0.14971446210835007,0.15610288476743495,0.15610288476743495
35,Chui Tey,10,9,10,0,0,0,0,3,1,1,0.0,0.011220640136302787,0.0,1,19,0.0007717240314863406,0.0,0.0
36,unknown,10,9,10,0,1,0,0,14,4,4.8659312208026115,0.1015625,0.0129594196047593,0.3611111111111111,9,627,0.0069455162833770645,0.00045463147740828553,0.00045463147740828553
11,Just van Rossum,10,9,10,0,1,0,2,22,5,6.212820512820513,0.6577777777777778,0.014929569494136947,0.6404538341158059,72,13442,0.055564130267016516,0.039980885182186954,0.039980885182186954
37,Neal Norwitz,10,9,10,0,1,0,0,14,4,4.8659312208026115,0.44,0.0169234242723018,1.0,5,84,0.0038586201574317028,5.210421665441696e-05,5.210421665441696e-05
18,Eric S. Raymond,10,9,10,0,1,0,1,25,8,9.80399274047187,0.2043916659980208,0.057837155832871155,0.5987326849395814,117,3436,0.09029171168390185,0.05379263978325586,0.05379263978325586
12,Greg Stein,10,9,10,0,1,0,2,16,5,6.212820512820513,0.2077922077922078,0.022171607303168615,1.0,5,95,0.0038586201574317028,1.3765869471910932e-05,1.3765869471910932e-05
1,Sjoerd Mullender,10,9,10,0,1,0,9,19,7,8.887394957983194,0.31540697674418605,0.03786185383119884,0.8333333333333334,12,104,0.009260688377836087,0.0007163857157850306,0.0007163857157850306
19,Peter Schneider-Kamp,10,9,10,0,1,0,1,7,3,3.6189547038327525,0.2857142857142857,0.019571160602972062,0.6666666666666666,3,28,0.0023151720944590217,5.0382734363479166e-06,5.0382734363479166e-06
20,Martin v. Löwis,10,9,10,0,1,1,1,31,9,10.436559139784947,0.21623637846769528,0.06683521881033311,0.46231110306759565,258,42157,0.19910480012347587,0.23244686360438074,0.23244686360438074
21,Marc-André Lemburg,10,9,10,0,1,1,1,30,9,10.436559139784947,0.1952038566925565,0.04959286005612392,0.295710928319624,185,5791,0.14276894582497301,0.21568309660046767,0.21568309660046767
38,Anthony Baxter,10,9,10,0,1,1,0,31,9,10.436559139784947,0.2298777246145667,0.05651458648132347,0.9204260651629073,57,1450,0.04398826979472141,0.006376557761237247,0.006376557761237247
39,Piers Lauder,10,9,10,0,1,0,0,8,2,2,1.0,0.00846815688475813,1.0,2,230,0.001543448062972681,2.0488347171744272e-05,2.0488347171744272e-05
23,Thomas Heller,10,9,10,0,1,0,1,14,4,4.8659312208026115,0.28448275862068967,0.017823200102055632,0.8571428571428571,8,3782,0.006173792251890724,0.000210821311382843,0.000210821311382843
40,Michael W. Hudson,10,9,10,0,1,0,0,23,8,9.80399274047187,0.2826956025128498,0.03696637986735501,0.7154150197628458,23,15504,0.017749652724185834,0.006666867342441428,0.006666867342441428
2,Jack Jansen,10,9,10,0,1,1,9,28,9,10.436559139784947,0.40482512745199845,0.028953024026132597,0.3370664337759968,684,330676,0.5278592375366569,0.9604632951387261,0.9604632951387261
26,Moshe Zadka,10,9,10,1,1,1,1,26,9,10.436559139784947,0.26299262050557387,0.06752129354946859,0.7247585601404741,68,4166,0.05247723414107116,0.024082600749193172,0.024082600749193172
27,Skip Montanaro,10,9,10,0,1,0,1,32,8,9.80399274047187,0.29771567819638506,0.05009576429064563,0.8156897524792389,158,1920,0.1219323969748418,0.04453550106325016,0.04453550106325016
41,Charles G. Waldman,10,9,10,1,0,0,0,14,1,1,0.0,0.016696677603496614,0.0,1,11,0.0007717240314863406,0.0,0.0
4,Barry Warsaw,10,9,10,0,1,1,7,31,9,10.436559139784947,0.23484823944802566,0.05230076256394883,0.42079905992949473,185,16308,0.14276894582497301,0.17172959903863919,0.17172959903863919
28,Tim Peters,10,9,10,0,1,1,1,33,9,10.436559139784947,0.15874752267771014,0.06533264183431393,0.3830850522026993,561,88672,0.43293718166383705,0.643739084648413,0.643739084648413
29,Ka-Ping Yee,10,9,10,0,1,0,1,21,7,8.887394957983194,0.28433001107419714,0.03329084005876724,0.6290143964562569,43,8269,0.03318413335391265,0.011088786433343607,0.011088786433343607
8,Andrew M. Kuchling,10,9,10,0,1,1,3,29,9,10.436559139784947,0.20933475758115244,0.04996052785765331,0.48473943755831,123,15703,0.09492205587281989,0.08900285413352188,0.08900285413352188
42,Kurt B. Kaiser,10,9,10,0,1,0,0,19,5,6.212820512820513,0.6189903846153846,0.02120450299381983,0.8205128205128205,39,2507,0.030097237227967283,0.009047889834352958,0.009047889834352958
32,Fredrik Lundh,10,9,10,0,1,0,1,24,7,8.887394957983194,0.3206335616438356,0.03634205079308562,0.5586867305061559,86,61854,0.0663682667078253,0.055727409188031866,0.055727409188031866
33,Mark Hammond,10,9,10,0,1,0,1,19,6,7.433822665883735,0.3404605263157895,0.02571202084671985,0.3162055335968379,23,639,0.017749652724185834,0.0215207441986994,0.0215207441986994
43,Steve Purcell,10,9,10,0,1,0,0,16,3,3.6189547038327525,0.43243243243243246,0.013583284531515048,1.0,3,696,0.0023151720944590217,1.2987020873013348e-05,1.2987020873013348e-05
44,Finn Bock,10,9,10,0,1,0,0,13,5,6.212820512820513,0.24545454545454545,0.022634515129604786,0.9111111111111111,10,135,0.0077172403148634055,0.00015509729299176435,0.00015509729299176435
0,Guido van Rossum,11,10,11,0,1,1,11,34,10,11.159756097560976,0.14981237530224753,0.0636528681350528,0.2960224062108444,404,46969,0.42259414225941416,0.5177943458110491,0.5177943458110491
5,Fred Drake,11,10,11,0,1,1,6,31,10,11.159756097560976,0.13628793286180865,0.05687259423660154,0.2590847748742486,286,27364,0.29916317991631797,0.35237380088103487,0.35237380088103487
15,Neil Schemenauer,11,10,11,0,1,1,2,23,10,11.159756097560976,0.2511687061735185,0.08569400724784682,0.7733333333333333,75,3738,0.07845188284518828,0.02394936607239086,0.02394936607239086
45,Jason Tishler,11,10,11,0,1,0,0,21,9,10.709677419354838,0.26537013801756587,0.031007438273025222,0.9523809523809524,15,308,0.015690376569037656,0.0005516441747164568,0.0005516441747164568
46,Walter Dörwald,11,10,11,0,1,1,0,31,10,11.159756097560976,0.15387395760720832,0.05085268924841739,0.28548984401301764,134,6823,0.14016736401673638,0.15208451598613387,0.15208451598613387
9,Greg Ward,11,10,11,0,1,0,4,15,4,5.066948743149373,0.15675675675675677,0.022264105792936154,0.37142857142857144,15,4005,0.015690376569037656,0.008557524070125059,0.008557524070125059
34,Steven M. Gava,11,10,11,1,1,0,1,11,5,6.166171453725102,0.5845588235294118,0.06745543934927557,0.8645320197044335,29,4165,0.0303347280334728,0.011784407095967835,0.011784407095967835
3,cvs2svn,11,10,11,0,1,0,9,16,5,6.166171453725102,0.4049304369050525,0.022859801557684602,0.6036776212832551,72,8691,0.07531380753138074,0.022901625399728606,0.022901625399728606
47,Gustavo Niemeyer,11,10,11,0,1,0,0,25,7,9.090043784504093,0.15541567180377686,0.04453624233049154,0.6735632183908046,30,3030,0.03138075313807531,0.00671802171710965,0.00671802171710965
48,Tony Lownds,11,10,11,0,1,0,0,12,4,5.066948743149373,0.5531914893617021,0.038988720677139474,1.0,9,383,0.009414225941422593,0.002008372348722606,0.002008372348722606
7,Jeremy Hylton,11,10,11,0,1,1,5,29,10,11.159756097560976,0.14747478438824732,0.07586023521548219,0.46766233766233767,176,9504,0.18410041841004182,0.1437047173052484,0.1437047173052484
35,Chui Tey,11,10,11,1,1,0,1,12,4,5.066948743149373,0.45263157894736844,0.047952930033111,0.8333333333333334,12,1509,0.012552301255230124,0.004297364997668216,0.004297364997668216
36,unknown,11,10,11,1,1,0,1,5,3,3.851678486047773,0.4,0.026455697059368476,1.0,3,460,0.003138075313807531,1.8284804384664223e-05,1.8284804384664223e-05
11,Just van Rossum,11,10,11,0,1,0,3,22,8,9.977280103862382,0.2298250564334086,0.03296284441838329,0.5807327001356852,67,7747,0.07008368200836819,0.03567571564170506,0.03567571564170506
49,Andrew MacIntyre,11,10,11,0,1,1,0,23,10,11.159756097560976,0.2180119659913929,0.05365376541352401,0.48350168350168354,55,6536,0.05753138075313807,0.037870333358409315,0.037870333358409315
37,Neal Norwitz,11,10,11,0,1,1,1,38,10,11.159756097560976,0.14449150963318136,0.07272484286365472,0.5745001886080725,242,6991,0.2531380753138075,0.19243438759842801,0.19243438759842801
18,Eric S. Raymond,11,10,11,1,1,0,2,5,2,2,0.25,0.004847392644769799,0.3333333333333333,3,66,0.003138075313807531,0.002693385574649006,0.002693385574649006
21,Marc-André Lemburg,11,10,11,0,1,1,2,25,10,11.159756097560976,0.16191828044205617,0.05018896296143431,0.6019503546099291,48,5752,0.050209205020920494,0.016372598080466955,0.016372598080466955
19,Peter Schneider-Kamp,11,10,11,1,0,0,2,11,1,1,0.0,0.00732544323528548,0.0,1,4,0.0010460251046025104,0.0,0.0
20,Martin v. Löwis,11,10,11,0,1,1,2,35,10,11.159756097560976,0.13780663169165489,0.06839481787318455,0.3735721279373368,384,130321,0.40167364016736395,0.43748358761022477,0.43748358761022477
23,Thomas Heller,11,10,11,0,1,0,2,24,7,9.090043784504093,0.12431531316980234,0.043811767149623176,0.4183673469387755,49,8206,0.05125523012552301,0.03346452058432229,0.03346452058432229
39,Piers Lauder,11,10,11,0,1,0,1,9,3,3.851678486047773,0.28125,0.007573218281449133,0.6666666666666666,4,591,0.0041841004184100415,3.717854637967917e-05,3.717854637967917e-05
38,Anthony Baxter,11,10,11,0,1,1,1,28,10,11.159756097560976,0.2401904761904762,0.050542966802323244,0.831672203765227,43,1014,0.04497907949790795,0.007065075053624163,0.007065075053624163
40,Michael W. Hudson,11,10,11,0,1,1,1,34,10,11.159756097560976,0.1628786780692854,0.08160530954889568,0.689068100358423,217,13440,0.22698744769874474,0.12758996374677425,0.12758996374677425
2,Jack Jansen,11,10,11,0,1,1,10,29,10,11.159756097560976,0.13806352459016394,0.023247621683842576,0.02563672654690619,501,147973,0.5240585774058577,1.0,1.0
50,Steve Holden,11,10,11,0,1,0,0,16,4,5.066948743149373,0.11560693641618497,0.023013968525051554,0.6666666666666666,6,638,0.006276150627615062,0.00022907997872474606,0.00022907997872474606
27,Skip Montanaro,11,10,11,0,1,1,2,26,10,11.159756097560976,0.15390308256644572,0.0611177402343755,0.5577533577533578,91,7496,0.09518828451882845,0.049225223026001595,0.049225223026001595
1,Sjoerd Mullender,11,10,11,0,1,0,10,11,3,3.851678486047773,0.19230769230769232,0.008424432440668955,1.0,3,23,0.003138075313807531,2.5310976530076115e-05,2.5310976530076115e-05
4,Barry Warsaw,11,10,11,0,1,1,8,28,10,11.159756097560976,0.16284698359578093,0.045959162836586354,0.207409741270665,329,26384,0.34414225941422594,0.43909038364851327,0.43909038364851327
28,Tim Peters,11,10,11,0,1,1,2,36,10,11.159756097560976,0.14559432288586635,0.06439761583884093,0.3702404264577894,384,46594,0.40167364016736395,0.4498746678170045,0.4498746678170045
29,Ka-Ping Yee,11,10,11,0,1,0,2,13,2,2,0.18604651162790697,0.009318292171943092,0.3333333333333333,4,119,0.0041841004184100415,0.0001337522033289271,0.0001337522033289271
8,Andrew M. Kuchling,11,10,11,0,1,1,4,27,10,11.159756097560976,0.14750171115674196,0.05591035248011243,0.48197088465845467,95,9334,0.09937238493723849,0.055790895973469465,0.055790895973469465
30,Paul Prescod,11,10,11,1,0,0,2,3,1,1,0.0,0.006686906364911166,0.0,1,7,0.0010460251046025104,0.0,0.0
51,Raymond Hettinger,11,10,11,0,1,1,0,35,10,11.159756097560976,0.18168210091985046,0.06432848963809815,0.5712822513778472,203,8987,0.2123430962343096,0.13567674665139423,0.13567674665139423
42,Kurt B. Kaiser,11,10,11,0,1,0,1,23,5,6.166171453725102,0.15928106600557793,0.04509344382301771,0.28035087719298246,76,8168,0.0794979079497908,0.08926936771268566,0.08926936771268566
52,Christian Tismer,11,10,11,0,0,0,0,5,1,1,0.0,0.003749209780327527,0.0,1,18,0.0010460251046025104,0.0,0.0
